HF_FNCLTY_MTRAL_RCOGN_NO,DAY_INTK_HIGHLIMIT,DAY_INTK_LOWLIMIT,WT_UNIT,RAWMTRL_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY
제2019-1호,1 (g),1 (g),g,옻나무 추출분말(기능성원료인정제2019-1호),"(1) 영·유아 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특이체질(옻 알레르기)을 나타내는 사람은 섭취에 주의",(국문) 갱년기 남성의 건강에 도움을 줄 수 있음 (영문) May help to climacteric men`s health
제2019-20호,2 (g),2 (g),g,저분자콜라겐펩타이드NS(기능성원료인정제2019-20호),"(1) 영·유아, 어린이, 임산부와 수유부는 섭취에 주의 (2) 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음, 피부보습에 도움을 줄 수 있음 (영문) May help to maintain skin health from skin damage by UV radiation, May help to maintain skin moisturizing"
제2019-21호,600 (mg),600 (mg),mg,풋사과추출물 애플페논(Applephenon)(기능성원료인정제2019-21호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat
제2019-22호,"100,000,000 (CFU)","100,000,000 (CFU)",CFU,Lactobacillus acidophilus YT1(기능성원료인정제2019-22호),(1) 질환이 있거나 의약품(면역억제제 등) 복용 시 전문가와 상담할 것 (2) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음 (3) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것 (4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,(국문) 갱년기 여성 건강에 도움을 줄 수 있음 (영문) May help to improve menopausal women’s health
제2019-24호,900 (mg),900 (mg),mg,자몽추출물등 복합물(Sinetrol)(기능성원료인정제2019-24호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 (4) 의약품(혈압강하제, 부정맥치료제, 고지혈증치료제, 항응고제 등)을 복용하시는 분은 섭취 전 의사와 상담 (5) 카페인을 함유한 식품의 섭취에 주의할 것",(국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat
제2019-25호,250 (mg),100 (mg),mg,로즈마리자몽추출복합물(Nutroxsun)(기능성원료인정제2019-25호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 (4) 의약품(혈압강하제, 부정맥치료제, 고지혈증치료제, 항응고제 등)을 복용하시는 분은 섭취 전 의사와 상담",(국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음 (영문) May help to maintain skin health from skin damage by UV radiation
제2019-26호,124 (mg),124 (mg),mg,리스펙타(Respecta®)[프로바이오틱스 등 복합물](기능성원료인정제2019-26호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 우유, 유제품 및 기타 제품에 대해 알레르기가 있는 사람은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 질내 유익균 증식 및 유해균 억제에 도움을 줄 수 있음 (영문) May help to proliferate vaginal beneficial flora and to suppress pathogenic bacteria
제2019-27호,800 (mg),800 (mg),mg,포도과피 효소발효추출물(KL-GEFE)(기능성원료인정제2019-27호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 (3) 특정질환(알레르기 체질 등)은 섭취에 주의",(국문) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음 (영문) May help to maintain eye health as the improvement of dry eyes
제2019-28호,"10,000,000,000 (CFU)","10,000,000,000 (CFU)",CFU,L.plantarum IM76과 B.longum IM55 복합물(NVP1703)(기능성원료인정제2019-28호),"(1) 질환이 있거나 의약품 복용 시 전문가와 상담할 것 (2) 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (4) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것 (5) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 면역과민반응에 의한 코상태 개선에 도움을 줄 수 있음 (영문) May help to improve nasal condition caused by hypersensitivity reaction
제2019-29호,190 (mg/일),190 (mg/일),mg/일,대두추출물등 복합물(메노세라)(제2019-29호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의
(3) 메스꺼움 등 소화계통의 불편함과 설사를 유발 할 수 있음
(4) 알레르기 체질이거나 특정질환이 있는 사람은 섭취 전 전문가와 상담할 것
(5) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 갱년기 여성건강에 도움을 줄 수 있음
(영문) May help to menopausal women`s health"
제2019-2호,25 (mg),25 (mg),mg,인삼(기능성원료인정제2019-2호),"(1) 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의",(국문) 뼈 건강에 도움을 줄 수 있음 (영문) May help to maintain healthy bone
제2019-30호,600 (mg/일),600 (mg/일),mg/일,포도블루베리추출혼합분말(제2019-30호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 기억력 개선에 도움을 줄 수 있음
(영문) May help to improve memory"
제2019-31호,320 (mg),320 (mg),mg,돈태반 발효추출물(기능성원료인정제2019-31호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 피로 개선에 도움을 줄 수 있음 (영문) May help to improve fatigue
제2019-3호,3 (g),3 (g),g,깻잎추출물(PF501)(기능성원료인정제2019-3호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의",(국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat
제2019-4호,"10,000,000,000 (CFU/일)","10,000,000,000 (CFU/일)",CFU/일,L. curvatus HY7601와 L. plantarum KY1032의 프로바이오틱스 복합물(제2019-4호),"(1) 질환이 있거나 의약품(면역억제제 등) 복용 시 전문가와 상담할 것
(2) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(3) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat"
제2019-5호,750 (mg/일),500 (mg/일),mg/일,연어이리추출물(DOTTM연어핵산)(제2019-5호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
(2) 질환이 있거나 의약품(면역억제제 등) 복용 시 전문가와 상담할 것
(3) 이상사례(알러지, 설사, 소화불량 등) 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) ① 관절 건강에 도움을 줄 수 있음, ② 위 점막을 보호하여 위 건강에 도움을 줄 수 있음
(영문) ① May help to maintain healthy joint, ② May help to maintain healthy stomach by protecting gastric mucosa"
제2019-6호,4 (mg),4 (mg),mg,루바브뿌리 추출물(기능성원료인정제2019-6호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의 (3) 메스꺼움 등 소화계통의 불편함과 설사를 유발 할 수 있음 (4) 알레르기 체질이거나 특정질환이 있는 사람은 섭취 전 전문가와 상담할 것 (5) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 갱년기 여성 건강에 도움을 줄 수 있음 (영문) May help to menopausal women`s health
제2019-7호,150 (mg),150 (mg),mg,스페인감초추출물(기능성원료인정제2019-7호),"(1) 영・유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 위 점막 내 헬리코박터균(Helicobacter pylori) 증식을 억제하고 위 점막을 보호하여 위 건강에 도움을 줄 수 있음 (영문) May help to stomach health by protecting gastric mucosa and inhibiting proliferation of Helicobacter pylori in gastric mucosa.
제2019-8호,900 (mg),900 (mg),mg,상황버섯등 추출복합물(기능성원료인정제2019-8호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 의약품(항응고제)과 복용 시 섭취에 주의 (3) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (4)이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 혈관이완을 통한 혈행개선에 도움을 줄 수 있음 (영문) May help to blood flow improvement by vaso-relaxative action
제2019-9호,"1,000 (mg)","1,000 (mg)",mg,우뭇가사리추출물(기능성원료인정제2019-9호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) H653과다섭취시 미약한 설사, 구토, 배변량 증가, 배변빈도 증가, 복부팽만, 두통 등의 부작용을 일으킬 수 있음 (4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat
제2020-10호,412 (mg),412 (mg),mg,베타글루칸분말(기능성원료인정제2020-10호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 면역기능 증진에 도움을 줄 수 있음 (영문) May help to improve immune function
제2020-14호,2 (g),2 (g),g,미숙여주주정추출분말(기능성원료인정제2020-14호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 식후 혈당상승 억제에 도움을 줄 수 있음 (영문) May help to suppress the rise in blood glucose after eating
제2020-15호,350 (mg),350 (mg),mg,밀 추출물(Ceratiq®)(기능성원료인정제2020-15호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 밀 알레르기를 나타내는 사람은 섭취에 주의 (3) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 피부보습에 도움을 줄 수 있음 (영문) May help to maintain skin moisturizing
제2020-1호,"1,200 (mg/일)","1,200 (mg/일)",mg/일,콘드로이친 황산염(제2020-1호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것
(2) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(3) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(4) 수술 전후 또는 항응고제, 항혈소판제, 비스테로이드계 항염증약 복용자는 섭취 전 전문의와 상담할 것
(5) 천식이 있는 사람은 섭취 전 전문의와 상담할 것","(국문) 관절 및 연골 건강에 도움을 줄 수 있음
(영문) May help maintain healthy joint"
제2020-2호,300 (mg),300 (mg),mg,유단백가수분해물(락티움)(기능성원료인정제2020-2호),"(1) 임산부, 수유여성 및 어린이는 섭취에 주의 (2) 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의",(국문) 수면의 질 개선에 도움을 줄 수 있음 (영문) May help to improve sleep
제2020-3호,700 (mg),700 (mg),mg,작약추출물등복합물(HT074)(기능성원료인정제2020-3호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 위 점막을 보호하여 위 건강에 도움을 줄 수 있음 (영문) May help to maintain healthy stomach by protecting gastric mucosa
제2020-4호,1 (g),1 (g),g,배초향 추출물(Agatri)(기능성원료인정제2020-4호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 피부보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음 (영문) May help to maintain skin moisturizing, May help to maintain skin health from skin damage by UV radiation"
제2020-5호,1 (g),1 (g),g,배초향 추출물(Agatri)(기능성원료인정제2020-5호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의 (2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음 (영문) May help to maintain skin health from skin damage by UV radiation
제2020-6호,300 (mg),300 (mg),mg,MS-10 엉겅퀴등복합추출물(기능성원료인정제2020-6호),(1) 임산부 및 수유부는 섭취를 피할 것 (2) 알레르기를 나타내는 사람은 섭취 시 주의 (3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 (4) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의 (5) 항우울제 또는 호르몬제를 복용하는 사람은 섭취에 주의,(국문) 갱년기 여성건강에 도움을 줄 수 있음 (영문) May help to menopausal women`s health
